id,en_sentence,influence,influence_lang,influenced_sentence
857,"As soon as night falls we still gather together around any vague light, drowning our sorrows in primitive music and intoxicating substances.",0,es,"Tan pronto como cae la noche todavía nos reunimos alrededor de cualquier luz vaga, ahogando nuestras penas en la música primitiva y sustancias intoxicantes."
858,"As stated above, Tucker said on Wednesday that Aug. 1 remains their start date until they say otherwise.",1,fr,"Comme indiqué ci-dessus, Tucker a déclaré mercredi que le 1er août reste leur date de début jusqu'à ce qu'ils disent le contraire."
859,"As storage space becomes more affordable, however, cloud storage is becoming an increasingly attractive backup solution, provided you don’t mind that someone else is managing your data.",1,fr,"Comme l'espace de stockage devient plus abordable, cependant, le stockage en nuage devient une solution de sauvegarde de plus en plus attrayante, à condition que vous n'ayez pas l'esprit que quelqu'un d'autre gère vos données."
860,"As studies indicate, one of the well-documented effects of climate change is its impact on the water bodies as a result of precipitation.",0,es,"Como indican los estudios, uno de los efectos bien documentados del cambio climático es su impacto en las masas de agua como resultado de las precipitaciones."
861,"As such, new and old players alike may find themselves intrigued when building a magic-user for the game.",1,fr,"En tant que tel, les nouveaux et les anciens joueurs peuvent se trouver intrigués lors de la construction d'un utilisateur magique pour le jeu."
862,Assume that a little “coaching” will be sufficient for those who struggle with this.,1,fr,Supposons qu'un peu d'entraînement sera suffisant pour ceux qui luttent avec cela.
863,A star knows when to leave the stage.,1,fr,Une étoile sait quand quitter la scène.
864,A Star Tribune analysis of available records shows that nearly two-thirds of those who died during the month were more than 80 years old.,0,es,Un análisis de Star Tribune de los registros disponibles muestra que casi dos tercios de los que murieron durante el mes tenían más de 80 años.
865,A state government spokeswoman condemned the sale of the memorabilia.,1,fr,Une porte-parole du gouvernement de l'État a condamné la vente des souvenirs.
866,A statue depicting US athletes Tommie Smith and John Carlos as they raised gloved fists during the medal ceremony at the 1968 Olympics is housed at the Smithsonian Institute’s National Museum of African American History & Culture.,0,es,En el Museo Nacional de Historia y Cultura Afroamericana del Instituto Smithsoniano se encuentra una estatua que representa a los atletas estadounidenses Tommie Smith y John Carlos mientras levantaban los puños enguantados durante la ceremonia de medallas en los Juegos Olímpicos de 1968.
867,"A Status Yellow rainfall warning for Donegal, Leitrim, Mayo and Sligo and lasts until 5pm that evening.",0,es,"Una advertencia de lluvia amarilla de estado para Donegal, Leitrim, Mayo y Sligo y dura hasta las 17:00 horas de esa noche."
868,"As the administration works on inventive ways to strip health coverage from poor Americans, even moderate candidates for the Democratic presidential nomination have plans that would automatically cover expansion-eligible people in holdout states.",0,es,"Mientras la administración trabaja en formas inventivas de despojar a los estadounidenses pobres de la cobertura de salud, incluso los candidatos moderados para la nominación presidencial demócrata tienen planes que cubrirían automáticamente a las personas elegibles para la expansión en los estados de bloqueo."
869,"As the Bible tells us, Jesus was born in a stable, surrounded by animals.",0,es,"Como nos dice la Biblia, Jesús nació en un establo, rodeado de animales."
870,"As the bill has been tied to a confidence vote, the government is essentially going all out with the pension reform, as its adoption will be weighed against the survival of the government.",1,fr,"Comme le projet de loi a été lié à un vote de confiance, le gouvernement s'en va essentiellement avec la réforme des retraites, car son adoption sera mise en balance avec la survie du gouvernement."
871,"As the Black Lives Matter movement grows, environmental organizations like the National Audubon Society have made supportive statements.",1,fr,"À mesure que se développe le mouvement Black Lives Matter, des organisations environnementales comme la National Audubon Society ont fait des déclarations de soutien."
872,"As the cholent simmered, my family and I sat around talking, reading, dozing, and waiting for it to finish.",1,fr,"Tandis que le cholent mijotait, ma famille et moi étions assis autour de parler, de lire, de dorloter, et d'attendre qu'il finisse."
873,"As the contract stands, when UC lecturers are hired, for the first six years they are on semesterly or annual contracts that can be renewed — or not — at the discretion of the university, Chang said.",0,es,"Según el contrato, cuando se contrata a profesores de la UC, durante los primeros seis años tienen contratos semestrales o anuales que pueden renovarse —o no— a discreción de la universidad, dijo Chang."
874,"As the economy continues to grow and takes in more and more tax revenue as more and more people work and incomes rise, the debt will start to be paid down.",0,es,"A medida que la economía siga creciendo y reciba más y más ingresos fiscales a medida que más y más personas trabajen y aumenten los ingresos, la deuda comenzará a ser pagada."
875,"As the episode progresses, Homer develops a close relationship with Homer Jr., neglecting his own children, especially Maggie.",0,es,"A medida que el episodio progresa, Homer desarrolla una estrecha relación con Homer Jr., descuidando a sus propios hijos, especialmente Maggie."
876,"“As the leader in intelligent transformation, Lenovo understands that it needs to be a cross-organizational effort,” said Paul Walsh, global chief digital officer at Lenovo.",0,es,"“Como líder en la transformación inteligente, Lenovo entiende que debe ser un esfuerzo interorganizacional”, dijo Paul Walsh, director digital global de Lenovo."
877,"As the need for restrictions was assessed and adjusted by provincial health authorities, the ability to visit Elders also changed to meet adjusting protocols.",0,es,"Como las autoridades provinciales de salud evaluaron y ajustaron la necesidad de restricciones, la capacidad de visitar a los ancianos también cambió para cumplir los protocolos de ajuste."
878,"As the only Outrider of the Knights of Favonius, she plays an important role in introducing the Traveler to the many residents of Mondstadt.",0,es,"Como la única Outrider de los Caballeros de Favonius, juega un papel importante en la introducción del Viajero a los muchos residentes de Mondstadt."
879,"As the organ mandated with oversight functions, control and scrutiny function on public affairs, public institutions and other matters of public interest, the NAMs have a tangible role to play in the Government's budget approval process.",0,es,"Como órgano encargado de las funciones de supervisión, control y escrutinio de los asuntos públicos, las instituciones públicas y otras cuestiones de interés público, los Movimientos de los Países No Alineados tienen un papel tangible que desempeñar en el proceso de aprobación del presupuesto del Gobierno."
880,"As the pandemic raged on, Rankin, who has a three-week-old newborn son and a four-year-old stepdaughter, found himself with no money to pay the bills.",1,fr,"Alors que la pandémie faisait rage, Rankin, qui a un nouveau-né de trois semaines et une belle-fille de quatre ans, s'est retrouvé sans argent pour payer les factures."
881,"As the title of the series indicates, this is a children’s show, and the level of entertainment and enrichment is clearly pitched at younger kids.",0,es,"Como indica el título de la serie, este es un espectáculo infantil, y el nivel de entretenimiento y enriquecimiento está claramente dirigido a los niños más pequeños."
